identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_98498;Gemeente Amsterdam;G;Sloterdijkerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2866;-999;66;42;0;0.01;0.01;0.01;0.01;MT2017_143;27-9-2022 09:13;LINESTRING(118412 489116,118419.9999999999 489114.9999999999,118429.9999999999 489116,118439 489118,118447.9999999999 489121,118450 489123)
34366966_98499;Gemeente Amsterdam;G;Sloterdijkerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2866;-999;66;42;0;0;0;0;0;MT2017_144;27-9-2022 09:13;LINESTRING(118450 489123,118453.9999999999 489125.9999999999,118460 489137.9999999999,118467.9999999999 489151.9999999999,118476 489165,118481.9999999999 489172,118486 489175.9999999999,118490.9999999999 489179,118498.9999999999 489181,118517 489182.9999999999)
34366966_98500;Gemeente Amsterdam;G;Sloterdijkerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2866;-999;66;42;0;0.01;0.01;0.01;0.01;MT2017_145;27-9-2022 09:13;LINESTRING(118412 489116,118419.9999999999 489118.9999999999,118429 489123.9999999999,118436 489128.9999999999,118437.9999999999 489130.9999999999)
34366966_98520;Gemeente Amsterdam;G;Nieuwe Hemweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3828;-999;124;90;28;0.22;0.22;0.22;0.22;MT2017_150;27-9-2022 09:13;LINESTRING(118354 490507.9999999999,118375 490491.9999999999,118379.9999999999 490488,118389 490481,118393.9999999999 490477.9999999999,118420.9999999999 490456.9999999999)
34366966_98501;Gemeente Amsterdam;G;Sloterdijkerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2866;-999;66;42;0;0;0;0;0;MT2017_146;27-9-2022 09:13;LINESTRING(118437.9999999999 489130.9999999999,118439.9999999999 489132.9999999999,118443.9999999999 489137.9999999999,118460 489165,118467.9999999999 489175,118479 489182,118483.9999999999 489184,118498.9999999999 489184.9999999999,118517 489182.9999999999)
34366966_98505;Gemeente Amsterdam;G;Nieuwe Hemweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3828;-999;124;90;28;0.22;0.22;0.22;0.22;MT2017_147;27-9-2022 09:13;LINESTRING(118437.9999999999 490484,118459 490469)
34366966_98508;Gemeente Amsterdam;G;Nieuwe Hemweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3828;-999;124;90;28;0.22;0.22;0.22;0.22;MT2017_148;27-9-2022 09:13;LINESTRING(118420.9999999999 490456.9999999999,118439 490444)
34366966_98515;Gemeente Amsterdam;G;Nieuwe Hemweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3828;-999;124;90;28;0.22;0.22;0.22;0.22;MT2017_149;27-9-2022 09:13;LINESTRING(118365 490538,118372.9999999999 490531.9999999999,118393.9999999999 490517,118399 490512.9999999999,118408 490505.9999999999,118412.9999999999 490502,118437.9999999999 490484)
34366966_98930;Gemeente Amsterdam;G;Van Nijenrodeweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;3775;-999;79;49;12;0.05;0.05;0.05;0.05;MT2017_151;27-9-2022 09:13;LINESTRING(118887.9999999999 482348.9999999999,118901.9999999999 482345.9999999999,118927.9999999999 482345,118999 482345)
34366966_98931;Gemeente Amsterdam;G;Van Nijenrodeweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3762;-999;78;49;12;0.06;0.06;0.06;0.06;MT2017_152;27-9-2022 09:13;LINESTRING(118999 482345,119030.9999999999 482343.9999999999)
34366966_98968;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5884;-999;206;134;375;0.14;0.14;0.14;0.14;MT2017_161;27-9-2022 09:13;LINESTRING(118904.9999999999 484400,118907.9999999999 484300.9999999999)
34366966_98973;Gemeente Amsterdam;G;0348 BRUG;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10139;-999;644;404;295;0.1;0.1;0.1;0.1;MT2017_162;27-9-2022 09:13;LINESTRING(118540 484921.9999999999,118557 484917.9999999999,118579.9999999999 484914)
34366966_98974;Gemeente Amsterdam;G;Zeilstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9840;-999;642;404;295;0.12;0.12;0.12;0.12;MT2017_163;27-9-2022 09:13;LINESTRING(118636.9999999999 484902,118656 484900.9999999999,118677.9999999999 484902.9999999999)
34366966_98975;Gemeente Amsterdam;G;Zeilstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10134;-999;644;404;295;0.08;0.08;0.08;0.08;MT2017_164;27-9-2022 09:13;LINESTRING(118579.9999999999 484914,118633 484902.9999999999,118636.9999999999 484902)
34366966_98978;Gemeente Amsterdam;G;Koninginneweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5240;-999;384;237;0;0.11;0.11;0.11;0.11;MT2017_165;27-9-2022 09:13;LINESTRING(118847.9999999999 484978.9999999999,118920 485008)
34366966_98980;Gemeente Amsterdam;G;Baarsstraat;;SRM1;c;1;-999;;;-999;-999;;-999;30;-999;201;-999;1;1;0;0;0;0;0;MT2017_167;27-9-2022 09:13;LINESTRING(118707 484835.9999999999,118707.9999999999 484764)
34366966_98983;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10097;-999;480;309;297;0.12;0.12;0.12;0.12;MT2017_170;27-9-2022 09:13;LINESTRING(118877.9999999999 484869,118896 484808)
34366966_98984;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10097;-999;480;309;297;0.11;0.11;0.11;0.11;MT2017_171;27-9-2022 09:13;LINESTRING(118863 484923,118866.9999999999 484907.9999999999)
34366966_98985;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10097;-999;480;309;297;0.12;0.12;0.12;0.12;MT2017_172;27-9-2022 09:13;LINESTRING(118866.9999999999 484907.9999999999,118877.9999999999 484869)
34366966_98988;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5886;-999;205;134;375;0.05;0.05;0.05;0.05;MT2017_173;27-9-2022 09:13;LINESTRING(118927.9999999999 484548,118928.9999999999 484489.9999999999)
34366966_98989;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5921;-999;205;134;375;0.07;0.07;0.07;0.07;MT2017_174;27-9-2022 09:13;LINESTRING(118897 484661.9999999999,118903 484544.9999999999)
34366966_98990;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6076;-999;207;136;375;0.07;0.07;0.07;0.07;MT2017_175;27-9-2022 09:13;LINESTRING(118897 484661.9999999999,118900 484677.9999999999,118898.9999999999 484705.9999999999,118897 484738.9999999999)
34366966_98991;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;10097;-999;480;309;297;0.12;0.12;0.12;0.12;MT2017_176;27-9-2022 09:13;LINESTRING(118847.9999999999 484978.9999999999,118855 484952)
34366966_98992;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;10097;-999;480;309;297;0.12;0.12;0.12;0.12;MT2017_177;27-9-2022 09:13;LINESTRING(118855 484952,118862 484928,118863 484923)
34366966_98996;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7343;-999;263;169;1;0.12;0.12;0.12;0.12;MT2017_178;27-9-2022 09:13;LINESTRING(118820.9999999999 485093.9999999999,118826.9999999999 485067)
34366966_98997;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7344;-999;263;169;1;0.14;0.14;0.14;0.14;MT2017_179;27-9-2022 09:13;LINESTRING(118819 485106,118820.9999999999 485093.9999999999)
34366966_98998;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7312;-999;180;113;1;0.08;0.08;0.08;0.08;MT2017_180;27-9-2022 09:13;LINESTRING(118771 485348,118775.9999999999 485313.9999999999)
34366966_98999;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6807;-999;188;119;1;0.07;0.07;0.07;0.07;MT2017_181;27-9-2022 09:13;LINESTRING(118775.9999999999 485313.9999999999,118778 485297,118782 485276.9999999999)
34366966_99000;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6851;-999;222;142;1;0.06;0.06;0.06;0.06;MT2017_182;27-9-2022 09:13;LINESTRING(118782 485276.9999999999,118788 485249,118795 485217.9999999999)
34366966_99001;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7344;-999;263;169;1;0.1;0.1;0.1;0.1;MT2017_183;27-9-2022 09:13;LINESTRING(118795 485217.9999999999,118806.9999999999 485163.9999999999)
34366966_99002;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7344;-999;263;169;1;0.15;0.15;0.15;0.15;MT2017_184;27-9-2022 09:13;LINESTRING(118806.9999999999 485163.9999999999,118812 485139.9999999999,118819 485106)
34366966_99003;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7597;-999;276;178;1;0.09;0.09;0.09;0.09;MT2017_185;27-9-2022 09:13;LINESTRING(118826.9999999999 485067,118836.9999999999 485020.9999999999)
34366966_99004;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7505;-999;276;178;1;0.1;0.1;0.1;0.1;MT2017_186;27-9-2022 09:13;LINESTRING(118836.9999999999 485020.9999999999,118842 484999.9999999999)
34366966_99005;Gemeente Amsterdam;G;Amstelveenseweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7505;-999;276;178;1;0.1;0.1;0.1;0.1;MT2017_187;27-9-2022 09:13;LINESTRING(118842 484999.9999999999,118847.9999999999 484978.9999999999)
34366966_99009;Gemeente Amsterdam;G;Overtoom;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6832;-999;264;158;0;0.21;0.21;0.21;0.21;MT2017_191;27-9-2022 09:13;LINESTRING(118761 485679.9999999999,118774 485681,118785.9999999999 485684.9999999999,118803.9999999999 485690,118867.9999999999 485717.9999999999)
34366966_99012;Gemeente Amsterdam;G;Overtoom;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6053;-999;260;155;0;0.24;0.24;0.24;0.24;MT2017_193;27-9-2022 09:13;LINESTRING(118898.9999999999 485714.9999999999,118923 485724.9999999999,119005.9999999999 485759.9999999999)
34366966_99013;Gemeente Amsterdam;G;Surinameplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10865;-999;388;239;87;0.21;0.21;0.21;0.21;MT2017_194;27-9-2022 09:13;LINESTRING(118542.9999999999 485721,118554 485724,118567 485731.9999999999,118578.9999999999 485745)
34366966_99026;Gemeente Amsterdam;G;Postjesweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8192;-999;167;91;10;0.13;0.13;0.13;0.13;MT2017_196;27-9-2022 09:13;LINESTRING(118984 486451.9999999999,119019.9999999999 486455.9999999999,119039.9999999999 486456.9999999999,119050.9999999999 486456.9999999999,119057.9999999999 486453.9999999999)
34366966_99027;Gemeente Amsterdam;G;Postjesweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8192;-999;167;91;10;0.14;0.14;0.14;0.14;MT2017_197;27-9-2022 09:13;LINESTRING(118935.9999999999 486448,118984 486451.9999999999)
34366966_99028;Gemeente Amsterdam;G;Postjesweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7831;-999;167;91;10;0.11;0.11;0.11;0.11;MT2017_198;27-9-2022 09:13;LINESTRING(118874.9999999999 486441,118894 486444,118935.9999999999 486448)
34366966_99029;Gemeente Amsterdam;G;Postjesweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8577;-999;190;105;10;0.13;0.13;0.13;0.13;MT2017_199;27-9-2022 09:13;LINESTRING(118761.9999999999 486401,118782 486401,118791 486402.9999999999,118847.9999999999 486432.9999999999,118870.9999999999 486441,118874.9999999999 486441)
34366966_99030;Gemeente Amsterdam;G;Postjesweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8579;-999;190;105;10;0.14;0.14;0.14;0.14;MT2017_200;27-9-2022 09:13;LINESTRING(118691.9999999999 486402,118761.9999999999 486401)
34366966_99034;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4725;-999;187;110;88;0.13;0.13;0.13;0.13;MT2017_204;27-9-2022 09:13;LINESTRING(118622 486298.9999999999,118619.9999999999 486341)
34366966_99039;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5006;-999;189;111;88;0.13;0.13;0.13;0.13;MT2017_205;27-9-2022 09:13;LINESTRING(118632 486301,118633.9999999999 486242.9999999999)
34366966_99040;Gemeente Amsterdam;G;Hoofdweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4842;-999;188;110;88;0.05;0.05;0.05;0.05;MT2017_206;27-9-2022 09:13;LINESTRING(118633.9999999999 486242.9999999999,118635 486169)
34366966_99049;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13418;-999;666;421;0;0.07;0.07;0.07;0.07;MT2017_207;27-9-2022 09:13;LINESTRING(118721.9999999999 487495.9999999999,118731 487500,118751 487509.9999999999,118768 487514.9999999999,118772.9999999999 487516.9999999999)
34366966_99050;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;13760;-999;668;422;0;0.08;0.08;0.08;0.08;MT2017_4546;27-9-2022 09:13;LINESTRING(118578.9999999999 487415.9999999999,118609 487424.9999999999,118622 487429.9999999999)
34366966_99052;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13468;-999;658;416;0;0.14;0.14;0.14;0.14;MT2017_209;27-9-2022 09:13;LINESTRING(118935.9999999999 487542.9999999999,118992.9999999999 487551.9999999999,119001 487553)
34366966_99053;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13468;-999;658;416;0;0.1;0.1;0.1;0.1;MT2017_210;27-9-2022 09:13;LINESTRING(118819.9999999999 487525,118887.9999999999 487535.9999999999,118935.9999999999 487542.9999999999)
34366966_99054;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13796;-999;666;421;0;0.1;0.1;0.1;0.1;MT2017_211;27-9-2022 09:13;LINESTRING(118772.9999999999 487516.9999999999,118778.9999999999 487518,118819.9999999999 487525)
34366966_99083;Gemeente Amsterdam;G;Contactweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2594;-999;122;80;0;0.11;0.11;0.11;0.11;MT2017_212;27-9-2022 09:13;LINESTRING(118784 489463,118782.9999999999 489451.9999999999,118786.9999999999 489318)
34366966_99085;Gemeente Amsterdam;G;Contactweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2594;-999;122;80;0;0.11;0.11;0.11;0.11;MT2017_213;27-9-2022 09:13;LINESTRING(118805 489468,118805 489458.9999999999,118805.9999999999 489395,118808 489369,118808 489322)
34366966_99087;Gemeente Amsterdam;G;Transformatorweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8304;-999;243;178;92;0.1;0.1;0.1;0.1;MT2017_214;27-9-2022 09:13;LINESTRING(118632 489492.9999999999,118680 489494)
34366966_99089;Gemeente Amsterdam;G;Transformatorweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8304;-999;243;178;92;0.1;0.1;0.1;0.1;MT2017_216;27-9-2022 09:13;LINESTRING(118633 489461,118680 489461.9999999999)
34366966_99090;Gemeente Amsterdam;G;Transformatorweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8304;-999;243;178;92;0.09;0.09;0.09;0.09;MT2017_217;27-9-2022 09:13;LINESTRING(118680 489461.9999999999,118707.9999999999 489461.9999999999,118768 489461.9999999999,118784 489463)
34366966_99091;Gemeente Amsterdam;G;Transformatorweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9196;-999;81;61;92;0.1;0.1;0.1;0.1;MT2017_218;27-9-2022 09:13;LINESTRING(118805 489468,118819.9999999999 489472,118827.9999999999 489473,118951.9999999999 489489)
34366966_99432;Gemeente Amsterdam;G;Van Nijenrodeweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3850;-999;78;49;12;0.07;0.07;0.07;0.07;MT2017_219;27-9-2022 09:13;LINESTRING(119030.9999999999 482343.9999999999,119100.9999999999 482343.9999999999,119134 482343.9999999999)
34366966_99433;Gemeente Amsterdam;G;Van Nijenrodeweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3850;-999;78;49;12;0.01;0.01;0.01;0.01;MT2017_220;27-9-2022 09:13;LINESTRING(119134 482343.9999999999,119185 482343)
34366966_99446;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7692;-999;226;149;187;0.17;0.17;0.17;0.17;MT2017_221;27-9-2022 09:13;LINESTRING(119350 484361.9999999999,119409.9999999999 484375)
34366966_99447;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8050;-999;218;143;187;0.09;0.09;0.09;0.09;MT2017_222;27-9-2022 09:13;LINESTRING(119291.9999999999 484349.9999999999,119350 484361.9999999999)
34366966_99448;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7973;-999;265;173;187;0.04;0.04;0.04;0.04;MT2017_223;27-9-2022 09:13;LINESTRING(119253.9999999999 484342,119291.9999999999 484349.9999999999)
34366966_99449;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7973;-999;265;173;187;0.04;0.04;0.04;0.04;MT2017_224;27-9-2022 09:13;LINESTRING(119188.9999999999 484328,119253.9999999999 484342)
34366966_99450;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8056;-999;272;177;187;0.11;0.11;0.11;0.11;MT2017_225;27-9-2022 09:13;LINESTRING(119131 484316,119188.9999999999 484328)
34366966_99452;Gemeente Amsterdam;G;Stadionweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7441;-999;211;139;187;0.19;0.19;0.19;0.19;MT2017_227;27-9-2022 09:13;LINESTRING(119409.9999999999 484375,119469 484386.9999999999)
34366966_99453;Gemeente Amsterdam;G;Olympiaplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8810;-999;358;230;187;0.2;0.2;0.2;0.2;MT2017_228;27-9-2022 09:13;LINESTRING(119469 484386.9999999999,119504 484393.9999999999)
34366966_99456;Gemeente Amsterdam;G;Cornelis Krusemanstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6234;-999;84;55;450;0.04;0.04;0.04;0.04;MT2017_229;27-9-2022 09:13;LINESTRING(119341 484977.9999999999,119367 484989)
34366966_99457;Gemeente Amsterdam;G;Cornelis Krusemanstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6234;-999;84;55;450;0.03;0.03;0.03;0.03;MT2017_230;27-9-2022 09:13;LINESTRING(119286 484954,119341 484977.9999999999)
34366966_99461;Gemeente Amsterdam;G;Cornelis Krusemanstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7204;-999;143;93;450;0.06;0.06;0.06;0.06;MT2017_232;27-9-2022 09:13;LINESTRING(119077 484865,119138.9999999999 484891)
34366966_99462;Gemeente Amsterdam;G;De Lairessestraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5358;-999;244;151;450;0.06;0.06;0.06;0.06;MT2017_233;27-9-2022 09:13;LINESTRING(119413.9999999999 485008,119440.9999999999 485018.9999999999,119493.9999999999 485039.9999999999)
34366966_99470;Gemeente Amsterdam;G;Overtoom;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6053;-999;260;155;0;0.15;0.15;0.15;0.15;MT2017_234;27-9-2022 09:13;LINESTRING(119005.9999999999 485759.9999999999,119046 485777)
34366966_99471;Gemeente Amsterdam;G;Overtoom;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6053;-999;260;155;0;0.12;0.12;0.12;0.12;MT2017_235;27-9-2022 09:13;LINESTRING(119046 485777,119087 485794)
34366966_99472;Gemeente Amsterdam;G;Overtoom;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6053;-999;260;155;0;0.1;0.1;0.1;0.1;MT2017_236;27-9-2022 09:13;LINESTRING(119087 485794,119097.9999999999 485799)
34366966_99473;Gemeente Amsterdam;G;Overtoom;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6251;-999;260;155;0;0.09;0.09;0.09;0.09;MT2017_237;27-9-2022 09:13;LINESTRING(119097.9999999999 485799,119131.9999999999 485813.9999999999)
34366966_99477;Gemeente Amsterdam;G;Overtoom;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5549;-999;235;140;0;0.12;0.12;0.12;0.12;MT2017_238;27-9-2022 09:13;LINESTRING(119212 485862.9999999999,119335.9999999999 485909.9999999999)
34366966_99486;Gemeente Amsterdam;G;Kinkerstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5950;-999;121;65;10;0.27;0.27;0.27;0.27;MT2017_240;27-9-2022 09:13;LINESTRING(119113 486425,119132.9999999999 486413.9999999999,119144 486409,119145.9999999999 486409)
34366966_99487;Gemeente Amsterdam;G;Kinkerstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2692;-999;54;30;5;0.28;0.28;0.28;0.28;MT2017_241;27-9-2022 09:13;LINESTRING(119145.9999999999 486409,119162.9999999999 486411.9999999999,119264.9999999999 486451)
34366966_99490;Gemeente Amsterdam;G;Kinkerstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2692;-999;54;30;5;0.28;0.28;0.28;0.28;MT2017_242;27-9-2022 09:13;LINESTRING(119145.9999999999 486409,119164 486406,119171 486408,119274.9999999999 486446.9999999999)
34366966_99494;Gemeente Amsterdam;G;Kinkerstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1157;-999;36;20;5;0.01;0.01;0.01;0.01;MT2017_243;27-9-2022 09:13;LINESTRING(119473 486524,119565.9999999999 486559,119605.9999999999 486575.9999999999)
34366966_99497;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7761;-999;497;294;0;0.03;0.03;0.03;0.03;MT2017_2810;27-9-2022 09:13;LINESTRING(119246 487150.9999999999,119291.9999999999 487136,119313 487127.9999999999,119321 487122.9999999999)
34366966_99498;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8126;-999;507;296;0;0.08;0.08;0.08;0.08;MT2017_2811;27-9-2022 09:13;LINESTRING(119168 487176,119246 487150.9999999999)
34366966_99499;Gemeente Amsterdam;G;De Clercqstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8478;-999;523;311;0;0.09;0.09;0.09;0.09;MT2017_246;27-9-2022 09:13;LINESTRING(119453.9999999999 487037.9999999999,119460 487035,119473.9999999999 487030.9999999999,119493 487030,119511.9999999999 487030.9999999999,119524 487035)
34366966_99500;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;872;-999;6;4;164;0.17;0.17;0.17;0.17;MT2017_247;27-9-2022 09:13;LINESTRING(119049 487288.9999999999,119053.9999999999 487262,119060.9999999999 487227,119066 487213.9999999999,119073 487208,119087 487201)
34366966_99501;Gemeente Amsterdam;G;Admiraal de Ruijterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8093;-999;505;296;0;0.09;0.09;0.09;0.09;MT2017_2812;27-9-2022 09:13;LINESTRING(119087 487201,119107.9999999999 487194,119168 487176)
34366966_99505;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;12785;-999;723;456;337;0.15;0.15;0.15;0.15;MT2017_249;27-9-2022 09:13;LINESTRING(119001 487553,119009 487553.9999999999,119071.9999999999 487563.9999999999)
34366966_99511;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12662;-999;704;444;173;0.2;0.2;0.2;0.2;MT2017_250;27-9-2022 09:13;LINESTRING(119127 487577.9999999999,119132.9999999999 487579,119168.9999999999 487586,119195.9999999999 487591,119206.9999999999 487591.9999999999,119215 487593)
34366966_99512;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12662;-999;704;444;173;0.2;0.2;0.2;0.2;MT2017_251;27-9-2022 09:13;LINESTRING(119071.9999999999 487563.9999999999,119090.9999999999 487568.9999999999,119127 487577.9999999999)
34366966_99514;Gemeente Amsterdam;G;Jan van Galenstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13416;-999;557;356;282;0.12;0.12;0.12;0.12;MT2017_252;27-9-2022 09:13;LINESTRING(119375 487626.9999999999,119388 487629,119392 487629.9999999999,119435 487640)
34366966_99522;Gemeente Amsterdam;G;Haarlemmerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;14573;-999;728;454;230;0.13;0.13;0.13;0.13;MT2017_256;27-9-2022 09:13;LINESTRING(119179.9999999999 488722.9999999999,119252 488726,119303 488727,119324 488727.9999999999)
34366966_99534;Gemeente Amsterdam;G;Nieuwe Hemweg;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;7142;-999;524;382;0;0.02;0.02;0.02;0.02;MT2017_258;27-9-2022 09:13;LINESTRING(119201 489878,119205 489876,119206.9999999999 489872.9999999999,119280.9999999999 489820.9999999999)
