identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
37161516_1092576;37161516_1145017;Hoogheemraadschap Hollands Noorderkwartier;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128557.590267548 489340.485534704)
34366966_1092577;34366966_1144398;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(121263.211366078 492684.119112174)
34366966_1092577;34366966_1279716;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(121263.211366078 492684.119112174)
37161516_1092578;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(127865.742727673 487785.018818939)
34366966_1092580;34366966_1144565;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122025.894512678 486754.620016327)
34366966_1092580;34366966_1144567;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122025.894512678 486754.620016327)
34366966_1092582;34366966_1279694;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(120253.530314 491952.247719911)
34366966_1092582;34366966_1279691;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(120253.530314 491952.247719911)
34366966_1092584;34366966_1144149;Gemeente Amsterdam;L Willem de Zwijgerlaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(119220.405208254 488142.871817986)
34366966_1092585;34366966_1143776;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(114673.397038141 490196.259995517)
34366966_1092586;34366966_1144220;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(119950.299436258 485521.44564855)
34366966_1092587;34366966_1279199;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(118650.934427911 485931.616669219)
34366966_1092587;34366966_1279200;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(118650.934427911 485931.616669219)
34366966_1092588;34366966_1143777;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(115068.11811324 490783.633461295)
34366966_1092590;34366966_1279720;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(121325.00227624 488286.027968072)
34366966_1092590;34366966_1279721;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(121325.00227624 488286.027968072)
34366966_1092591;34366966_104117;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(123687.530651895 485449.470969814)
34366966_1092592;34366966_1144723;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123349.37453833 486505.410705078)
34366966_1092593;34366966_1144640;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(122568.864560047 483247.063932651)
34366966_1092593;34366966_790886;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122568.864560047 483247.063932651)
37161516_1092595;37161516_1145025;Hoogheemraadschap Hollands Noorderkwartier;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(132769.369705204 491910.195952339)
34366966_1092596;34366966_1143973;Gemeente Amsterdam;R Radarweg,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117517.500132581 489739.94156625)
34366966_1092596;34366966_1143985;Gemeente Amsterdam;R Radarweg,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117517.500132581 489739.94156625)
34366966_1092598;34366966_1354994;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(118753.118509339 485479.73586232)
34366966_1092599;34366966_1144179;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(119644.356063904 485372.934682144)
34366966_1092600;34366966_1279496;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(120292.020172277 488763.58634535)
34366966_1092601;34366966_103264;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122815.849651506 489657.641212395)
34366966_1092601;34366966_103261;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122815.849651506 489657.641212395)
34366966_1092603;34366966_1355227;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126525.780598892 480239.839705417)
34366966_1092603;34366966_1355228;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126525.780598892 480239.839705417)
34366966_1092604;34366966_790881;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122335.944329543 485922.645461194)
34366966_1092604;34366966_1144606;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(122335.944329543 485922.645461194)
34366966_1092604;34366966_102667;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(122335.944329543 485922.645461194)
34366966_1092604;34366966_790882;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122335.944329543 485922.645461194)
34366966_1092607;34366966_776925;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120950.50794738 484491.00292501)
34366966_1092607;34366966_100962;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120950.50794738 484491.00292501)
34366966_1092608;34366966_615827;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120545.132686162 482326.700637947)
34366966_1092608;34366966_615826;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120545.132686162 482326.700637947)
34366966_1092609;34366966_615827;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120441.132686162 482325.700637947)
34366966_1092609;34366966_615826;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120441.132686162 482325.700637947)
34366966_1092610;34366966_99973;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(119662.310976693 487073.181969186)
34366966_1092611;34366966_790835;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(127814.860227382 480568.218480065)
34366966_1092612;34366966_1144122;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:38;POINT(118874.650069116 482191.042391077)
34366966_1092615;34366966_1578558;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:38;POINT(121172.4027138 484074.385393582)
34366966_1092615;34366966_1578559;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:38;POINT(121172.4027138 484074.385393582)
34366966_1092616;34366966_103705;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123259.881739685 487493.890940925)
34366966_1092617;34366966_1279410;Gemeente Amsterdam;L Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(116019.489451563 487773.315567741)
34366966_1092617;34366966_1279411;Gemeente Amsterdam;L Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(116019.489451563 487773.315567741)
34366966_1092619;34366966_100373;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120358.777047383 482012.998493632)
34366966_1092620;34366966_1144636;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122544.369044555 490480.391403376)
34366966_1092620;34366966_1144642;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(122544.369044555 490480.391403376)
34366966_1092621;34366966_1279713;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(121134.553837096 488357.426464886)
34366966_1092621;34366966_1279714;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(121134.553837096 488357.426464886)
34366966_1092622;34366966_1143825;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(115434.374449117 486708.937635502)
34366966_1092623;34366966_1279505;Gemeente Amsterdam;R TOEGANG WESTER,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(121532.821950307 488150.486563586)
34366966_1092624;34366966_1355098;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(121808.633499647 484426.12954523)
34366966_1092624;34366966_102080;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(121808.633499647 484426.12954523)
34366966_1092626;34366966_615297;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(118935.024052242 483216.708251692)
34366966_1092626;34366966_776765;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(118935.024052242 483216.708251692)
34366966_1092627;34366966_1279833;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(122590.241352702 489990.993997372)
34366966_1092628;34366966_1143965;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(117373.777274756 485733.381749269)
37161516_1092629;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(131629.307275143 490993.399221853)
34366966_1092630;34366966_1143966;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(117414.080807405 487029.061455514)
34366966_1092634;34366966_1354996;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(119272.078767648 485170.847175312)
34366966_1092635;34366966_1279894;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126245.669035865 489144.283742764)
34366966_1092636;34366966_1144852;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(124851.028191583 484842.574047901)
34366966_1092637;34366966_1144852;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(124922.528191583 484911.574047901)
34366966_1092638;34366966_776615;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:38;POINT(117787.130131831 490945.694883216)
37161516_1092639;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(128581.474931831 488094.345677874)
34366966_1092641;34366966_1145007;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(128272.543896856 481331.849615531)
34366966_1092642;34366966_103138;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122586.782685494 485353.557340181)
34366966_1092642;34366966_790681;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122586.782685494 485353.557340181)
34366966_1092645;34366966_1354999;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:38;POINT(119370.558738081 489671.510900926)
34366966_1092646;34366966_1145011;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(128235.34450092 480917.498465544)
34366966_1092647;34366966_1144926;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(125978.660189072 477849.589170886)
34366966_1092648;34366966_1279507;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(124392.335980857 490946.204504755)
34366966_1092648;34366966_1279516;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(124392.335980857 490946.204504755)
34366966_1092649;34366966_1143782;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(115004.141992068 484412.848685152)
34366966_1092650;34366966_1144863;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(125053.749609472 490164.588507766)
34366966_1092651;34366966_95282;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(114695.776685303 484954.797895186)
34366966_1092651;34366966_95279;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(114695.776685303 484954.797895186)
34366966_1092653;34366966_1279513;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123484.370525057 486050.598533958)
34366966_1092653;34366966_103674;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123484.370525057 486050.598533958)
34366966_1092654;34366966_1143854;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(115699.843449349 485517.363661929)
37161516_1092657;;Hoogheemraadschap Hollands Noorderkwartier;L ,;;;Alle;0;;;27-9-2022 09:38;POINT(127855.588593399 487797.897233145)
34366966_1092659;34366966_1143752;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(113632.591450727 484884.145552994)
34366966_1092659;34366966_1143751;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(113632.591450727 484884.145552994)
34366966_1092660;34366966_1143751;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(113556.091450727 484935.645552994)
34366966_1092660;34366966_1143752;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(113556.091450727 484935.645552994)
34366966_1092662;34366966_102728;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(122400.346725589 487257.594981535)
34366966_1092662;34366966_1144623;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(122400.346725589 487257.594981535)
34366966_1092663;34366966_99984;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(119887.517272146 487313.892863045)
34366966_1092664;34366966_1279287;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(120445.426914381 488762.254589604)
37161516_1092665;;Hoogheemraadschap Hollands Noorderkwartier;L ,;;;Alle;0;;;27-9-2022 09:38;POINT(130287.326274121 488981.3324474)
34366966_1092666;34366966_776615;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:38;POINT(117867.809408428 490886.40541598)
34366966_1092667;34366966_777048;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(122561.628182666 483401.103978433)
34366966_1092667;34366966_1144611;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(122561.628182666 483401.103978433)
34366966_1092670;34366966_96530;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:38;POINT(116382.897141868 483927.559904602)
34366966_1092671;34366966_103148;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122501.845032157 485577.389494958)
34366966_1092671;34366966_103146;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(122501.845032157 485577.389494958)
34366966_1092672;34366966_1144245;Gemeente Amsterdam;L Kinkerstraat,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(120061.666957354 486792.359960034)
34366966_1092673;34366966_1280446;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(115539.807513749 489855.977615354)
34366966_1092673;34366966_1280447;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(115539.807513749 489855.977615354)
34366966_1092674;34366966_1279595;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(118402.304948369 487199.909276217)
34366966_1092674;34366966_1279596;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(118402.304948369 487199.909276217)
34366966_1092675;34366966_1144721;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(123777.347971482 484238.22644223)
34366966_1092675;34366966_1144718;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(123777.347971482 484238.22644223)
37161516_1092676;;Hoogheemraadschap Hollands Noorderkwartier;L ,;;;Alle;0;;;27-9-2022 09:38;POINT(130826.286678856 490461.538773132)
37161516_1092677;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(127282.078608105 487447.432865468)
34366966_1092678;34366966_1144291;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(120318.105902297 486951.775699732)
34366966_1092678;34366966_1355054;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120318.105902297 486951.775699732)
34366966_1092681;34366966_106819;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126621.229107561 488516.109351569)
34366966_1092682;34366966_1279655;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117353.485854836 485011.76741243)
34366966_1092682;34366966_1355028;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(117353.485854836 485011.76741243)
34366966_1092683;34366966_1355029;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(116682.391685275 489437.350366632)
34366966_1092683;34366966_1355027;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(116682.391685275 489437.350366632)
34366966_1092684;34366966_1279653;Gemeente Amsterdam;L Noordzijde,Amsterdam;4;1.5;Alle;0;;;27-9-2022 09:38;POINT(116987.574867996 487255.178857498)
34366966_1092689;34366966_1279809;Gemeente Amsterdam;R Herengracht,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(121554.049356395 486442.444372189)
34366966_1092692;34366966_1280345;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(118209.268928511 488680.599999905)
34366966_1092693;34366966_1279288;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(120433.230743395 488726.759331367)
34366966_1092694;34366966_790821;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(126218.679626508 477238.263299074)
34366966_1092695;34366966_1144914;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(125781.574623184 481130.339831508)
34366966_1092697;34366966_104973;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(124896.100505063 484137.100505063)
34366966_1092698;34366966_776678;Gemeente Amsterdam;L ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:38;POINT(118264.763907747 490629.014417001)
34366966_1092698;34366966_776679;Gemeente Amsterdam;L ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:38;POINT(118264.763907747 490629.014417001)
34366966_1092699;34366966_100979;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(120880.635427805 485011.695313976)
34366966_1092699;34366966_1144377;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(120880.635427805 485011.695313976)
34366966_1092700;34366966_1144838;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(124721.150561703 490325.048351827)
34366966_1092700;34366966_1144837;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(124721.150561703 490325.048351827)
37161516_1092701;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(127176.858872796 487623.347714812)
34366966_1092702;34366966_1355116;Gemeente Amsterdam;R Nieuwe Purmerweg,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123703.187693982 489975.160718306)
34366966_1092702;34366966_1279858;Gemeente Amsterdam;R Nieuwe Purmerweg,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(123703.187693982 489975.160718306)
34366966_1092703;34366966_100917;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120963.999770558 481994.007570543)
34366966_1092704;34366966_776716;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(118594.952597098 489445.001324108)
34366966_1092704;34366966_776715;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(118594.952597098 489445.001324108)
34366966_1092705;34366966_776716;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(118518.452597098 489444.001324108)
34366966_1092705;34366966_776715;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(118518.452597098 489444.001324108)
34366966_1092706;34366966_1279704;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(120442.223927947 486626.752328504)
34366966_1092706;34366966_100510;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(120442.223927947 486626.752328504)
34366966_1092707;34366966_100378;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120035.716609458 482005.355193379)
34366966_1092708;34366966_1279916;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(126789.519222764 481764.870206303)
34366966_1092709;34366966_1144243;Gemeente Amsterdam;L Kinkerstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(120008.553559819 486775.836557293)
34366966_1092710;34366966_1144161;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:38;POINT(119421.892941123 487073.812695035)
34366966_1092711;34366966_1279773;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:38;POINT(120554.764754938 488649.482873676)
34366966_1092714;34366966_103287;Gemeente Amsterdam;R ,;1;1.0;Alle;0;;;27-9-2022 09:38;POINT(122608.868934436 490236.62073681)
37161516_1092715;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:38;POINT(130559.550024821 489815.400252751)
34366966_1092716;34366966_1279849;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(123293.536045903 489392.191411036)
34366966_1092716;34366966_1279738;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(123293.536045903 489392.191411036)
34366966_1092717;34366966_1354929;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(121302.718196744 483843.055786215)
34366966_1092717;34366966_1354930;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:38;POINT(121302.718196744 483843.055786215)
34366966_1092718;34366966_1143923;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:38;POINT(116560.257012306 483937.471142569)
34366966_1092719;34366966_1279732;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(121962.789817793 490447.640272632)
34366966_1092720;34366966_1143907;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(116407.062501 487971.055815702)
34366966_1092720;34366966_1143911;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(116407.062501 487971.055815702)
34366966_1092721;34366966_99514;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(119401.122507157 487650.088511011)
34366966_1092723;34366966_100511;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:38;POINT(120472.92000786 487402.107948123)
34366966_1092726;34366966_1279647;Gemeente Amsterdam;R Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(115710.987400303 487766.139569102)
34366966_1092726;34366966_1279648;Gemeente Amsterdam;R Burgemeester Roellstraat,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:38;POINT(115710.987400303 487766.139569102)
34366966_1092727;34366966_776890;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:38;POINT(120408.699555686 482846.629267086)
34366966_1092728;34366966_100390;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:38;POINT(120375.349867253 482988.940725888)
