identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsAfstand;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
51791811_29609;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;0;-999;0;0;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175006 562061,175025 562044)
51791811_29610;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175025 562044,175107 561989)
59734817_33727;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;19507;-999;1687;355;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180831 579915,180898 579906)
51791811_29608;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(175100 560545,175106 560555)
01178978_24231;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167385 545489,167418 545442,167459 545391)
01178978_24232;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167459 545391,167461 545389,167476 545371,167521 545318,167539 545298)
01178978_24233;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167213 546118,167213 546102,167213 546035,167213 546023)
01178978_24234;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167213 546023,167213 545970,167216 545944,167217 545928)
01178978_24235;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167217 545928,167218 545920,167221 545894,167229 545854,167233 545835)
01178978_24236;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167233 545835,167234 545829,167251 545767,167259 545743)
01178978_24237;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167259 545743,167268 545717,167284 545675,167287 545666,167292 545654)
01178978_24238;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167292 545654,167319 545596,167334 545569)
01178978_24239;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167334 545569,167349 545544,167366 545518,167383 545492,167385 545489)
01178978_24240;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167214 546147,167215 546163,167216 546228,167217 546247)
01178978_24241;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167217 546247,167217 546262,167221 546328,167224 546346)
01178978_24242;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167224 546346,167229 546380,167239 546426,167244 546444)
01178978_24243;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167244 546444,167253 546480,167268 546521,167274 546539)
01178978_24244;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167274 546539,167280 546555,167301 546605,167306 546614,167314 546630)
01178978_24245;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167314 546630,167327 546658,167352 546703,167361 546718)
01178978_24246;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167361 546718,167375 546742,167390 546764,167407 546788,167416 546801)
01178978_24247;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167416 546801,167465 546870,167474 546882)
01178978_24248;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167474 546882,167522 546951,167531 546964)
01178978_24249;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167531 546964,167579 547034,167588 547046)
01178978_24250;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167588 547046,167637 547115,167645 547127)
01178978_24251;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167645 547127,167695 547198,167703 547209)
01178978_24252;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167703 547209,167752 547280,167760 547291)
01178978_24253;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167760 547291,167810 547361,167818 547372)
01178978_24254;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167818 547372,167837 547400,167865 547445,167872 547456)
01178978_24255;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167872 547456,167918 547531,167924 547541)
01178978_24256;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167924 547541,167970 547616,167976 547626)
01178978_24257;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167976 547626,168023 547701,168029 547710)
01178978_24258;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168029 547710,168071 547778,168076 547787,168080 547796)
01178978_24259;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168080 547796,168122 547875,168127 547884)
01178978_24260;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168127 547884,168157 547941,168169 547964,168173 547972)
01178978_24261;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168173 547972,168216 548053,168220 548060)
01178978_24262;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168220 548060,168262 548141,168266 548149)
01178978_24263;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168266 548149,168285 548184,168314 548236,168314 548236)
01178978_24264;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168314 548236,168332 548262,168355 548289,168377 548313)
01178978_24265;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168377 548313,168426 548365,168446 548386)
01178978_24266;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1170;-999;184;107;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168446 548386,168515 548458)
01178978_24582;Provincie Fryslân;P;SUDERSEWEI;N928;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;1243;-999;150;90;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167539 545298,167544 545292)
01178978_24583;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167564 545267,167578 545251,167586 545244,167636 545194)
01178978_24584;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167636 545194,167648 545182,167673 545159,167711 545129,167714 545127)
01178978_24585;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167714 545127,167728 545118,167793 545075,167799 545070)
01178978_24586;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167799 545070,167810 545063,167885 545013)
01178978_24587;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167885 545013,167895 545006,167969 544955)
01178978_24588;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(167969 544955,167979 544948,168054 544897)
01178978_24589;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168054 544897,168061 544893,168139 544840)
01178978_24590;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168139 544840,168143 544837,168224 544782)
01178978_24591;Provincie Fryslân;P;SUDERSEWEI;N359;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;3753;-999;160;148;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168224 544782,168225 544781,168244 544768,168265 544754,168309 544724)
01178978_25115;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(168991 548892,169001 548903,169042 548942,169063 548963)
01178978_25116;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169063 548963,169113 549013,169134 549034)
01178978_25117;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169134 549034,169170 549069,169184 549082,169207 549103)
01178978_25118;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169207 549103,169251 549143,169258 549150,169261 549154,169281 549173)
01178978_25119;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169281 549173,169329 549219,169354 549242)
01178978_25120;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169354 549242,169402 549287,169427 549311)
01178978_25121;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169427 549311,169430 549314,169476 549356,169487 549367,169500 549381)
01178978_25122;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169500 549381,169544 549426,169566 549448,169571 549453)
01178978_25123;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169571 549453,169617 549497,169643 549521,169644 549522)
01178978_25124;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169644 549522,169654 549531,169691 549565,169718 549590)
01178978_25125;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169718 549590,169765 549633,169792 549659)
01178978_25126;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169792 549659,169819 549684,169837 549702,169865 549729)
01178978_25127;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169865 549729,169910 549771,169926 549787,169938 549798)
01178978_25128;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(169938 549798,169955 549814,169982 549840,170000 549856,170012 549867)
01178978_25129;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170012 549867,170053 549906,170085 549936)
01178978_25130;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170085 549936,170125 549974,170154 550000,170159 550005)
01178978_25131;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170159 550005,170197 550039,170222 550062,170234 550073)
01178978_25132;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170234 550073,170272 550107,170308 550141)
01178978_25133;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170308 550141,170335 550166,170345 550174,170380 550207,170382 550209)
01178978_25134;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170382 550209,170418 550243,170455 550278)
01178978_25135;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170455 550278,170492 550313,170529 550348)
01178978_25136;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170529 550348,170565 550382,170602 550417)
01178978_25137;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170602 550417,170638 550452,170675 550487)
01178978_25138;Provincie Fryslân;P;IJPECOLSGA;N928;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3776;-999;565;290;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(170675 550487,170711 550521,170748 550556)
51791811_28709;Gemeente Súdwest-Fryslân;G;Pieter Zeemanstraat;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;7724;-999;458;276;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174483 559632,174510 559651,174522 559659,174525 559662,174542 559668)
51791811_28710;Gemeente Súdwest-Fryslân;G;Pieter Zeemanstraat;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;7724;-999;458;276;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174492 559620,174506 559632,174531 559651,174542 559668)
51791811_29220;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;8358;-999;565;334;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174747 559814,174706 559777,174689 559764)
51791811_29221;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;8358;-999;565;334;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174689 559764,174649 559732,174624 559725)
51791811_29222;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;9950;-999;655;410;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174606 559713,174577 559695,174542 559668)
51791811_29223;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8170;-999;562;332;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(174810 559891,174747 559814)
01178978_29224;Provincie Fryslân;P;Stadsrondweg-Oost;N354;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;2028;-999;138;88;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174551 562224,174575 562219)
01178978_29225;Provincie Fryslân;P;Stadsrondweg-Oost;N354;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;2051;-999;159;105;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174549 562216,174573 562211)
51791811_29226;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;0;-999;0;0;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174573 562211,174597 562210)
51791811_29227;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;0;-999;0;0;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174575 562219,174597 562210)
51791811_29228;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;4079;-999;297;193;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174597 562210,174687 562182)
51791811_29229;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;4079;-999;297;193;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174687 562182,174777 562154)
51791811_29230;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;4079;-999;297;193;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174777 562154,174867 562127)
51791811_29231;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;4079;-999;297;193;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174867 562127,174895 562118,174951 562085)
51791811_29232;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1983;-999;136;87;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174951 562085,174977 562077)
51791811_29233;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1998;-999;156;104;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(174951 562085,174973 562067)
51791811_29234;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;0;-999;0;0;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175002 562053,175025 562044)
51791811_29601;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(175035 560366,175067 560456)
51791811_29602;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(175067 560456,175100 560545)
51791811_29603;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(175035 560366,175000 560266)
51791811_29604;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(175000 560266,174977 560201,174964 560167)
