identificatie;naamOverheid;naam;stof;voertuigtype;wegsoort;schalingsfactor;tijdstipRegistratie;geometrie
34366966_766;Gemeente Amsterdam;WPNL Milieuzone;PM2.5;l;e;0.7919;27-9-2022 09:54;POLYGON((120187.735800006 490638.0093,120215.657200005 490530.619199998,120224.248400003 490532.767,120231.765700001 490519.880200002,120258.022599999 490422.692200011,120296.683 490371.145,120449.9287 489838.275400011,120565.909900002 489714.776799996,120729.626100004 489874.788,120841.311799999 489801.762700003,120970.341 489631.3347,121013.297 489377.8941,121062.696500003 489326.346800006,121117.465399999 489347.824900003,121151.454400003 489417.6284,121279.248600002 489445.549800015,121340.460900001 489438.032500007,121393.511599999 489304.117100008,121416.063500002 489247.200399995,121565.174700003 488532.492500002,121733.777100001 488351.003300009,121936.261100005 488192.576,122283.399500005 488015.113900001,122443.894 488034.444100009,122562.012600001 488036.353300005,122551.217600003 488131.391899995,122526.135 488300.990099999,122534.072600003 488442.277900002,122538.041299999 488496.253,122555.503900003 488574.040699994,122573.760100003 488624.840800006,122611.066500004 488688.340900011,122676.947799999 488770.891100001,122782.516800005 488861.37870001,122807.123100005 488835.184900008,122709.491700001 488753.428500008,122641.229 488669.2909,122588.047700003 488553.403100006,122566.616400003 488441.484200003,122572.172600005 488304.165100003,122599.477699999 488130.968500002,122613.236100003 488035.718300001,122680.259600002 488031.2224,122958.1851 487981.823,123020.4714 488116.060600009,123368.898499999 488180.4947,123852.529700004 488039.813700004,124360.3774 487896.447900007,124571.3453 487872.822100004,125162.688800003 487890.004499999,125234.425299998 487397.808900003,125362.219500005 487412.843500003,125452.427200005 487413.917399998,125565.3479 487394.587200006,125719.2379 487355.926800007,125809.445500005 487290.418800001,126047.260899998 487198.600300007,126096.284400001 487187.941799991,126207.970100004 487131.025100001,126532.610400003 486836.937299995,126584.157600001 486781.094500002,126540.127700001 486720.956,126514.354 486674.7783,126505.548100002 486612.33100001,126517.361 486560.783700005,126542.060699999 486513.532099998,126560.317 486510.310400003,126586.090600003 486451.245800005,126591.460100003 486371.777200009,126451.6382 485947.962200005,126113.896400005 485036.435200006,126075.236 485026.770100002,126027.984400004 485002.070400002,125986.102200002 484964.48380001,125952.811300002 484904.345400002,125929.1855 484712.842,125792.746399999 484468.422200003,125514.981900003 483986.670300008,125468.696800001 483930.585800005,125435.405900002 483911.25560001,125350.567699999 483880.112500001,125316.2029 483857.560600009,125237.808100004 483782.387500005,125317.276799999 483707.214400008,125168.0046 483575.12460001,125031.619200002 483504.676700011,124654.8411 483374.734700002,124502.400800001 483495.763400005,124461.592600003 483460.324600011,124440.114599999 483422.738100008,124416.4888 483365.821399998,123793.143 483555.391700009,123743.7436 483582.239200006,123204.001 483992.335100003,123048.339100003 483932.196700011,122899.066900004 483848.432399996,122722.839800004 483667.694900005,122500.112700004 483553.861400009,122486.152 483506.609800005,122553.807799999 483414.254300002,122639.719799999 483244.148400012,122708.449499998 482625.152,122272.929 482555.348399999,121973.042199999 482717.883300008,121698.982700005 482950.194900007,121425.675 483214.347699998,121270.335200001 483409.260700001,121311.143400002 483882.4214,121183.027100001 484144.453200006,121144.366599999 484163.783400001,120849.741900004 484189.557,120822.894400004 484185.261400003,120749.385900002 483708.181,120738.646899998 483668.446599999,120198.098900002 483649.116400005,119556.282100003 483610.456,119367.275500003 483612.603800004,119296.3981 483643.746899998,119206.297800005 483649.116400005,118941.796 483622.268900009,118863.401299998 483566.42600001,118128.047700003 483496.622499994,118115.160900001 483661.197800002,118404.040200003 484285.241600011,118508.2086 484632.1115,118486.730500005 484636.407100008,118377.192700002 484517.338400003,118057.546100006 484373.435700004,117965.1906 484359.475,117845.987599999 484370.214,117835.248599999 484375.583500015,117826.657400001 484625.829200006,117908.273899999 484926.521400001,117925.295200002 485061.215500001,117916.704 485302.574700008,117942.477600005 485668.774900005,117941.403700005 485731.061100009,117936.034200005 485858.586800007,117909.186700005 486046.519500005,117904.891100001 486790.598500003,117925.295200001 487149.925700009,117938.182 487397.459900001,117951.068800002 487524.180200006,118060.606699999 487943.001500005,118099.535599999 488073.453600003,118110.274599999 488141.109300001,118104.905099999 488476.971800005,118116.718 488587.583599998,118121.013600003 488714.303900008,118109.200700004 488714.303900009,118080.205400005 488714.303900008,118070.540300001 489187.357200002,119667.430799998 489198.096200005,119657.819400001 489207.143900009,119409.748300005 489510.843000012,119576.310300004 489548,119641.818300005 489654.316200004,119773.908100002 489758.484500005,119781.4254 489769.223500007,119895.258900002 489857.283399998,119926.455700003 489889.661500013,119927.529600002 489924.026400005,119920.012300003 489989.534300006,119835.174100004 490252.640000012,119798.661500003 490370.7691,119894.077599999 490403.147200006,119937.033600003 490271.057400011,119947.772599999 490277.500799999,119976.767900005 490185.145300011,119992.876500003 490177.628,120020.797900003 490087.420400003,120084.6413 490098.159400007,120135.114600003 490133.598100013,120190.957500003 490148.632700007,120073.902300004 490559.614600001,120079.2718 490576.797,120172.701200001 490644.452700008,120187.735800006 490638.0093),(120764.825285461 489420.759699256,119988.446374219 487321.661161433,120007.616223876 487034.113416529,120149.089714367 486734.584515583,120285.674893208 486413.968780013,120406.145417161 486149.125325803,120568.490081474 486019.129782793,120718.254531946 485962.219291603,120997.415467627 485716.60559284,121079.486386485 485647.114887821,121493.43532759 485553.06281292,121864.851164758 485578.223240605,122205.715054035 485718.402766246,122828.136110202 485983.785372467,123085.730965011 486056.271366517,123518.849755775 486318.059625928,123647.647183184 486438.470244109,124069.383875713 486496.578850891,124115.511326462 486504.366602318,124154.450083584 486558.281804488,124176.016164452 487231.023716012,123967.544049397 487514.977114112,123428.392027695 487745.015310035,122490.267509937 487924.732650606,122199.269192088 487993.169013888,121903.095014837 488136.942886339,121431.516713191 488506.441738545,121401.324199975 488819.868780491,121361.067515686 489219.560145914,120764.825285461 489420.759699256),(125419.855099998 487108.167200014,125460.381499998 486944.304,124998.637499999 486953.650199997,124999.695900001 486868.983399996,124939.3708 486872.15840001,124933.0207 486708.1164,124505.453200001 486709.174700001,124505.453200001 486624.507899997,124935.137400001 486628.741200012,124939.3708 486561.007800006,125026.154300004 486559.949400006,125053.671 486544.074400009,125068.4877 486504.916000014,125108.704399999 486454.115900004,125214.538 486465.757600003,125311.904800005 486468.932600003,125407.155 486480.574300001,125550.030300003 486494.332600013,125720.422300004 486514.441000013,125831.547500003 486532.432700006,125875.9976 486540.899400008,125962.781100001 486585.349500004,126031.572900001 486657.316300011,126053.798 486690.124700002,126081.314700004 486812.891600002,126087.664700002 486954.708600002,126081.314700004 487064.775399999,126094.014700003 487181.192300001,126044.273 487192.834,126047.448 487103.933899997,126046.389600001 486980.108600011,126051.565800004 486894.375500006,126044.273 486815.008300002,126024.164600004 486725.049800003,125982.8895 486659.433,125935.264400002 486617.099500012,125870.706 486580.057800004,125813.555799998 486561.007800006,125687.613900002 486546.191100005,125343.6549 486501.741,125209.246300005 486492.216,125131.987799998 486493.274299998,125066.371 486583.232800001,125067.429299999 486630.85790001,125179.6129 486630.857900012,125289.6798 486644.616300011,125398.688299999 486712.349700002,125515.1052 486714.466400002,125593.4221 486743.0415,125619.880500004 486779.024900007,125631.522100002 486808.658300008,125631.522100002 486839.35,125606.396500003 486969.079100005,125563.927 487269.054200002,125533.6261 487279.088399998,125419.855099998 487108.167200014))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NO2;l;c;0.9313;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NO2;l;d;0.9339;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NO2;l;e;0.9246;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM10;l;c;0.9674;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM10;l;d;0.9684;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM10;l;e;0.9659;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NOx;l;c;0.9530;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NOx;l;d;0.9505;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;NOx;l;e;0.9527;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;EC;l;c;0.9004;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;EC;l;d;0.9108;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;EC;l;e;0.8973;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM2.5;l;c;0.7995;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM2.5;l;d;0.7910;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_767;Gemeente Amsterdam;WPNL Centrumring S100;PM2.5;l;e;0.8016;27-9-2022 09:54;POLYGON((120764.825285461 489420.759699255,121361.067515686 489219.560145915,121401.324199975 488819.86878049,121431.516713191 488506.441738546,121903.095014837 488136.942886341,122199.269192088 487993.169013888,122490.267509937 487924.732650604,123428.392027695 487745.015310034,123967.544049397 487514.977114111,124176.016164452 487231.02371601,124154.450083584 486558.281804487,124115.511326462 486504.366602316,124069.383875713 486496.578850891,123647.647183184 486438.47024411,123518.849755775 486318.059625927,123085.730965011 486056.271366514,122828.136110201 485983.78537247,122205.715054035 485718.402766243,121864.851164758 485578.223240603,121493.43532759 485553.062812921,121079.486386485 485647.114887819,120997.415467627 485716.605592839,120718.254531946 485962.219291601,120568.490081474 486019.129782792,120406.145417161 486149.125325803,120285.674893204 486413.968780011,120149.089714367 486734.584515583,120007.616223875 487034.11341653,119988.446374219 487321.661161434,120764.825285461 489420.759699255))
34366966_768;Gemeente Amsterdam;WPNL EURO6 of Elektrisch;NO2;l;c;0.9568;27-9-2022 09:54;POLYGON((127210.3884 482648.952799998,127279.2454 482611.8759,127416.9593 482617.172600001,127507.0031 482606.5792,127581.1567 482574.7991,127655.310400002 482505.9421,127726.815699998 482426.491799999,127774.4859 482376.173300002,127877.771299999 482286.129500002,127941.331599999 482180.195700001,128002.243500002 482050.426800001,128036.672 481907.416200001,128084.3422 481806.779100001,128282.9681 481345.967099998,128404.791900001 481123.506200001,128418.033599999 481041.407499999,128396.846900001 480959.308800001,128399.495200001 480787.1664,128449.8138 480726.254500002,128669.626400001 480919.5836,128963.592700001 481224.143300001,129703.010499999 481902.1195,129718.900600001 481753.812199999,129806.296 481764.4056,129991.680100001 479960.882800002,130049.943700001 479555.686099999,130055.240400001 479457.697299998,129981.0867 479452.400699999,129830.131099999 479468.2907,129710.955600001 479494.7742,129724.197299998 479534.499299999,129562.648200002 479595.4113,129554.703200001 479579.521200001,129493.791299999 479587.466200002,129427.582699999 479574.2245,129369.3191 479545.092700001,129326.945599999 479494.7742,129305.7588 479460.345699999,129266.033599999 479412.675500002,129199.825 479370.302,129117.726300001 479357.060199998,128948.232299998 479018.072099999,128847.595199998 479015.423799999,128810.518300001 478901.545,128813.166700002 478747.941,128723.123 478734.699200001,128709.881200001 478393.062800001,128410.618299998 477977.272599999,128216.494600002 477993.162700001,127853.671399999 478048.777899999,127467.013099998 478125.5799,127421.9912 478040.832899999,127115.048 477831.613699999,126892.587099999 477670.064599998,126511.225400001 477315.186500002,126492.687 477166.879099999,126450.313499998 477082.132100001,126455.610199999 477053.000300001,126429.126699999 477034.4619,126376.159899998 476920.583099999,126288.7645 476984.143399999,126272.874400001 477031.8136,126272.874400001 477076.8354,126270.226100001 477090.077199999,126227.852499999 477039.7586,126196.0724 477021.220199998,126015.985 477002.6818,125984.204799999 476968.2533,125957.7214 476888.803,125931.2379 476785.517499998,125756.4472 476785.517499998,125658.4584 476827.891,125531.337900002 476788.165899999,125390.9756 477058.297,125282.7907 477243.6811,125309.2742 477251.626200002,125171.5603 477489.977200001,124740.7973 478325.711599998,124436.076200001 478918.682500001,124032.5266 479600.9421,124013.309900001 479647.611099999,123999.583700001 479699.770599999,123961.150400002 479743.694400001,123911.736200001 479793.108600002,123833.497 479933.115600001,123783.430399999 480027.091499999,123807.265500002 480048.278200001,123786.078699999 480082.706700001,123807.265500002 480101.245099999,123767.5403 480154.212,123791.375399999 480191.288800001,123833.7489 480225.717300002,123817.858800001 480246.904100001,123944.979400001 480360.782900002,124103.880100001 480532.925299998,124260.132399999 480617.6723,124185.978799999 480752.7379,124413.736400001 480885.155200001,124424.329799999 480954.0121,124371.3629 481038.759199999,124498.218600001 481118.2095,124532.647100002 481234.736699998,124482.328499999 481330.077100001,124580.317299999 481388.340700001,124529.9987 481502.219500002,124514.1087 481557.8347,124511.460299999 481634.636700001,124347.263 481801.4824,124363.153 481883.581099998,124410.823199999 481872.987799998,124532.647100002 482050.426800001,125031.727600001 482336.448100001,125376.012499999 481719.3838,126390.328499999 482283.481199998,126575.7126 482103.3937,126636.624600001 482156.360599998,126671.053 482227.865899999,126716.074900001 482280.832800001,126845.843800001 482423.843499999,126893.514 482508.590500001,126925.294100001 482595.9859,127051.487799998 482595.9859,127109.7513 482659.546100002,127210.3884 482648.952799998))
