segment_id;nwb_weg_id;nwb_versie;begin_pos;eind_pos;overheidid;overheid;straatnaam;straatnr;wegbeheer;hoogte;x;y;wegtype;snelheid;tun_factor;boom_fact;maxsnelh_p;maxs_p_dyn;maxsnelh_v;a_rand_l;a_gevel_l;bebdicht_l;a_toepas_l;a_scherm_l;s_hoogte_l;a_rand_r;a_gevel_r;bebdicht_r;a_toepas_r;a_scherm_r;s_hoogte_r;stagf_lv;int_lv;int_lv_dyn;stagf_mv;int_mv;stagf_zv;int_zv;stagf_bv;int_bv;opmerking;gewijzigd;geomet_wkt;actie
16843;305328034;801;0;0.199995;307;Amersfoort;Radiumweg;;G;0;152995.00;464113.00;0;c;1;1;50;;50;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;8830;0;0.000000;362;0.000000;102;0.000000;0;;27-05-2020 11:01:18;LINESTRING(152988 464068,153002 464157);u
16844;305328034;801;0.199995;0.399999;307;Amersfoort;Radiumweg;;G;0;153009.00;464202.00;0;c;1;1;50;;50;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;8830;0;0.000000;362;0.000000;102;0.000000;0;;27-05-2020 11:01:18;LINESTRING(153002 464157,153012 464223,153016 464246);u
16845;305328034;801;0.399999;0.600577;307;Amersfoort;Radiumweg;;G;0;153026.00;464290.00;0;c;1;1;50;;50;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;8830;0;0.000000;362;0.000000;102;0.000000;0;;27-05-2020 11:01:18;LINESTRING(153016 464246,153019 464263,153027 464292,153040 464333);u
16846;305328034;801;0.600577;0.800895;307;Amersfoort;Radiumweg;;G;0;153053.00;464376.00;0;c;1;1;50;;50;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.150000;8830;0;0.150000;362;0.150000;102;0.000000;0;;27-05-2020 11:01:18;LINESTRING(153040 464333,153044 464347,153058 464390,153070 464418);u
16847;305328034;801;0.800895;1;307;Amersfoort;Radiumweg;;G;0;153087.00;464459.00;0;c;1;1;50;;50;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.150000;8830;0;0.150000;362;0.150000;102;0.000000;0;;27-05-2020 11:01:18;LINESTRING(153070 464418,153104 464501);u
18716;316330009;801;0;0.501487;307;Amersfoort;Nijkerkerstraat;;G;0;158407.00;465053.00;0;b;1;1;80;;80;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;840;0;0.000000;42;0.000000;27;0.000000;0;;27-05-2020 11:01:18;LINESTRING(158402 465092,158410 465032,158410 465013);u
18717;316330009;801;0.501487;1;307;Amersfoort;Nijkerkerstraat;;G;0;158421.00;464977.00;0;b;1;1;80;;80;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;840;0;0.000000;42;0.000000;27;0.000000;0;;27-05-2020 11:01:18;LINESTRING(158410 465013,158410 464996,158410 464992,158418 464982,158425 464972,158429 464967,158435 464959,158444 464945);u
18718;316330010;801;0;1;307;Amersfoort;Nijkerkerstraat;;G;0;158394.00;465146.00;0;b;1;1;80;;80;0.10;;;;0.00;0.00;0.10;;;;0.00;0.00;0.000000;840;0;0.000000;42;0.000000;27;0.000000;0;;27-05-2020 11:01:18;LINESTRING(158392 465189,158383 465189,158388 465177,158390 465170,158393 465160,158393 465155,158402 465092);u
22026;327326002;801;0;0.142476;203;Barneveld;Kallenbroekerweg;;G;0;163869.00;463218.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(163830 463251,163908 463184);u
22027;327326002;801;0.142476;0.286134;203;Barneveld;Kallenbroekerweg;;G;0;163948.00;463151.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(163908 463184,163954 463145,163989 463121,163990 463121);u
22028;327326002;801;0.286134;0.42869;203;Barneveld;Kallenbroekerweg;;G;0;164038.00;463102.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(163990 463121,164086 463084);u
22029;327326002;801;0.42869;0.570776;203;Barneveld;Kallenbroekerweg;;G;0;164134.00;463065.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(164086 463084,164134 463065,164182 463048);u
22030;327326002;801;0.570776;0.714966;203;Barneveld;Kallenbroekerweg;;G;0;164231.00;463031.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(164182 463048,164280 463013);u
22031;327326002;801;0.714966;0.856641;203;Barneveld;Kallenbroekerweg;;G;0;164328.00;462995.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(164280 463013,164309 463003,164355 462983,164371 462971,164372 462970);u
22032;327326002;801;0.856641;1;203;Barneveld;Kallenbroekerweg;;G;0;164399.00;462926.00;92;c;1;1;80;;80;4.20;;;;0.00;0.00;4.20;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(164372 462970,164382 462959,164397 462930,164420 462879);u
23106;331324001;801;0;0.166392;203;Barneveld;Kallenbroekerweg;;G;0;165962.00;462060.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(165920 462089,165930 462077,165942 462068,165960 462060,166011 462044);u
23107;331324001;801;0.166392;0.333796;203;Barneveld;Kallenbroekerweg;;G;0;166061.00;462029.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(166011 462044,166111 462014);u
23108;331324001;801;0.333796;0.500491;203;Barneveld;Kallenbroekerweg;;G;0;166159.00;461996.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(166111 462014,166148 462002,166157 461998,166164 461993,166169 461988,166175 461978,166181 461958,166181 461951);u
23109;331324001;801;0.500491;0.666081;203;Barneveld;Kallenbroekerweg;;G;0;166181.00;461899.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(166181 461951,166181 461882,166185 461864,166188 461857,166190 461855,166192 461850);u
23110;331324001;801;0.666081;0.834267;203;Barneveld;Kallenbroekerweg;;G;0;166217.00;461804.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(166192 461850,166194 461845,166200 461837,166211 461814,166242 461758);u
23111;331324001;801;0.834267;1;203;Barneveld;Kallenbroekerweg;;G;0;166267.00;461713.00;92;c;1;1;80;;80;3.60;55.40;0.01;;0.00;0.00;3.60;;;;0.00;0.00;0.000000;1470;;0.000000;16;0.000000;7;0.000000;0;;;LINESTRING(166242 461758,166267 461712,166287 461675,166291 461667);u
23112;331324002;801;0;0.332904;203;Barneveld;Kallenbroekerweg;;G;0;165816.00;462270.00;92;c;1;1;80;;80;3.40;;;;0.00;0.00;3.40;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(165782 462295,165786 462294,165801 462288,165810 462279,165814 462273,165844 462237);u
23113;331324002;801;0.332904;0.666018;203;Barneveld;Kallenbroekerweg;;G;0;165874.00;462205.00;92;c;1;1;80;;80;3.40;;;;0.00;0.00;3.40;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(165844 462237,165860 462218,165867 462212,165903 462173,165903 462173);u
23114;331324002;801;0.666018;1;203;Barneveld;Kallenbroekerweg;;G;0;165915.00;462132.00;92;c;1;1;80;;80;3.40;;;;0.00;0.00;3.40;;;;0.00;0.00;0.000000;1026;;0.000000;5;0.000000;3;0.000000;0;;;LINESTRING(165903 462173,165910 462159,165915 462141,165915 462103,165916 462097,165920 462089);u
118129;289336009;801;0.666906;1;20010;Utrecht;;;P;0;144781.00;468336.00;92;b;1;1;80;;80;6.50;;;;0.00;0.00;6.50;;;;0.00;0.00;0.000000;4033;0;0.000000;161;0.000000;49;0.000000;0;;29-05-2020 11:39:46;LINESTRING(144739 468343,144746 468342,144824 468329);u
118132;289336010;801;0.665024;1;20010;Utrecht;;;P;0;144781.00;468332.00;92;b;1;1;80;;80;6.50;;;;0.00;0.00;6.50;;;;0.00;0.00;0.000000;4033;0;0.000000;161;0.000000;49;0.000000;0;;29-05-2020 11:39:46;LINESTRING(144737 468335,144745 468334,144824 468329);u
118134;289336014;801;0;0.0907588;20010;Utrecht;;;P;0;144871.00;468321.00;92;b;1;1;80;;80;11.50;;;;0.00;0.00;11.50;;;;0.00;0.00;0.000000;8066;0;0.000000;321;0.000000;98;0.000000;0;;29-05-2020 11:39:46;LINESTRING(144824 468329,144918 468312);u
118135;289336014;801;0.0907588;0.181351;20010;Utrecht;;;P;0;144965.00;468304.00;92;b;1;1;80;;80;11.50;;;;0.00;0.00;11.50;;;;0.00;0.00;0.000000;8066;0;0.000000;321;0.000000;98;0.000000;0;;29-05-2020 11:39:46;LINESTRING(144918 468312,145000 468298,145012 468296);u
118136;289336014;801;0.181351;0.272284;20010;Utrecht;;;P;0;145059.00;468287.00;92;b;1;1;80;;80;11.50;;;;0.00;0.00;11.50;;;;0.00;0.00;0.000000;8066;0;0.000000;321;0.000000;98;0.000000;0;;29-05-2020 11:39:46;LINESTRING(145012 468296,145106 468278);u
118137;289336014;801;0.272284;0.363217;20010;Utrecht;;;P;0;145153.00;468269.00;92;b;1;1;80;;80;11.50;;;;0.00;0.00;11.50;;;;0.00;0.00;0.000000;8066;0;0.000000;321;0.000000;98;0.000000;0;;29-05-2020 11:39:46;LINESTRING(145106 468278,145200 468260);u
118577;291310026;801;0;0.1663;355;Zeist;;;G;0;146039.00;455238.00;92;c;1;1;50;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(145992 455217,146065 455250,146085 455259);u
118578;291310026;801;0.1663;0.333278;355;Zeist;;;G;0;146132.00;455281.00;92;c;1;1;50;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(146085 455259,146174 455300,146178 455302);u
118579;291310026;801;0.333278;0.500256;355;Zeist;;;G;0;146224.00;455323.00;92;c;1;1;80;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(146178 455302,146260 455340,146271 455345);u
118580;291310026;801;0.500256;0.667234;355;Zeist;;;G;0;146317.00;455366.00;92;c;1;1;80;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(146271 455345,146364 455388);u
118581;291310026;801;0.667234;0.83287;355;Zeist;;;G;0;146410.00;455409.00;92;c;1;1;80;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(146364 455388,146393 455401,146457 455429);u
118582;291310026;801;0.83287;1;355;Zeist;;;G;0;146504.00;455450.00;92;c;1;1;80;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(146457 455429,146466 455433,146484 455441,146551 455470);u
118583;291310031;801;0;0.500006;355;Zeist;;;G;0;145834.00;455145.00;92;c;1;1;50;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(145782 455121,145877 455165,145887 455169);u
118584;291310031;801;0.500006;1;355;Zeist;;;G;0;145940.00;455193.00;92;c;1;1;50;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;2973;0;0.110000;193;0.110000;48;0.110000;0;;09-06-2020 12:20:11;LINESTRING(145887 455169,145971 455207,145992 455217);u
118656;291336010;801;6.40044e-06;0.071724;20010;Utrecht;;;P;0;145914.00;468200.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(145865 468201,145929 468200,145963 468201);u
118657;291336010;801;0.071724;0.142728;20010;Utrecht;;;P;0;146011.00;468202.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(145963 468201,145998 468202,146060 468204);u
118658;291336010;801;0.142728;0.214508;20010;Utrecht;;;P;0;146109.00;468205.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(146060 468204,146113 468205,146158 468208);u
118659;291336010;801;0.214508;0.285717;20010;Utrecht;;;P;0;146206.00;468212.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(146158 468208,146255 468216);u
118660;291336010;801;0.285717;0.356872;20010;Utrecht;;;P;0;146304.00;468219.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(146255 468216,146352 468223);u
118661;291336010;801;0.356872;0.428756;20010;Utrecht;;;P;0;146401.00;468226.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(146352 468223,146450 468230);u
118662;291336010;801;0.428756;0.499911;20010;Utrecht;;;P;0;146498.00;468234.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:51;LINESTRING(146450 468230,146491 468233,146547 468237);u
118663;291336010;801;0.499911;0.57112;20010;Utrecht;;;P;0;146596.00;468241.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(146547 468237,146644 468245);u
118664;291336010;801;0.57112;0.643005;20010;Utrecht;;;P;0;146693.00;468248.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(146644 468245,146731 468251,146742 468252);u
118665;291336010;801;0.643005;0.714217;20010;Utrecht;;;P;0;146790.00;468256.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(146742 468252,146839 468260);u
118666;291336010;801;0.714217;0.785428;20010;Utrecht;;;P;0;146888.00;468264.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(146839 468260,146936 468268);u
118667;291336010;801;0.785428;0.857309;20010;Utrecht;;;P;0;146985.00;468272.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(146936 468268,147034 468275);u
118668;291336010;801;0.857309;0.928521;20010;Utrecht;;;P;0;147082.00;468279.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(147034 468275,147131 468283);u
118669;291336010;801;0.928521;1;20010;Utrecht;;;P;0;147180.00;468289.00;92;b;1;1;80;;80;4.00;;;;0.00;0.00;4.00;;;;0.00;0.00;0.000000;9320;0;0.000000;356;0.000000;68;0.000000;0;;29-05-2020 11:39:52;LINESTRING(147131 468283,147139 468284,147175 468288,147193 468291,147227 468300);u
118675;291340044;801;0;1;20010;Utrecht;;;P;0;145636.00;470418.00;92;b;1;1;80;;80;12.80;;;;0.00;0.00;12.80;;;;0.00;0.00;0.206200;0;0;0.206200;0;0.206200;0;0.000000;0;;29-05-2020 11:39:52;LINESTRING(145623 470417,145649 470419);u
118676;291340045;801;0;0.996192;308;Baarn;Zandheuvelweg;;G;0;145596.00;470415.00;92;b;1;1;80;;80;12.80;;;;;;12.80;;;;;;0.000000;4145;;0.000000;168;0.000000;71;0.000000;0;;;LINESTRING(145569 470413,145623 470417);u
118677;291340046;801;0;1;20010;Utrecht;;;P;0;145635.00;470435.00;92;b;1;1;80;;80;6.60;;;;0.00;0.00;6.60;;;;0.00;0.00;0.206200;0;0;0.206200;0;0.206200;0;0.000000;0;;29-05-2020 11:39:52;LINESTRING(145622 470435,145648 470436);u
118678;291340047;801;0;0.994762;308;Baarn;Zandheuvelweg;;G;0;145595.00;470433.00;92;b;1;1;80;;80;6.10;;;;;;6.10;;;;;;0.000000;4620;;0.000000;164;0.000000;70;0.000000;0;;;LINESTRING(145568 470432,145588 470433,145622 470435);u
118679;291340061;801;0.0033646;0.998653;20010;Utrecht;;;P;0;145879.00;470448.00;92;b;1;1;80;;80;4.60;;;;0.00;0.00;4.60;;;;0.00;0.00;0.140800;10298;0;0.140800;614;0.140800;121;0.000000;0;;29-05-2020 11:39:52;LINESTRING(145807 470444,145843 470446,145930 470451,145938 470452,145950 470455);u
118680;291340062;801;0;1;20010;Utrecht;;;P;0;145738.00;470441.00;92;b;1;1;80;;80;4.60;;;;0.00;0.00;4.60;;;;0.00;0.00;0.140800;10298;0;0.140800;614;0.140800;121;0.000000;0;;29-05-2020 11:39:52;LINESTRING(145670 470437,145736 470441,145807 470444);u
118681;291340063;801;0.00128537;1;20010;Utrecht;;;P;0;145879.00;470435.00;92;b;1;1;80;;80;10.10;;;;0.00;0.00;10.10;;;;0.00;0.00;0.140800;10298;0;0.140800;614;0.140800;121;0.000000;0;;29-05-2020 11:39:52;LINESTRING(145807 470428,145821 470429,145881 470435,145927 470442,145951 470447);u
118682;291340064;801;0;1;20010;Utrecht;;;P;0;145739.00;470424.00;92;b;1;1;80;;80;10.80;;;;0.00;0.00;10.80;;;;0.00;0.00;0.140800;10298;0;0.140800;614;0.140800;121;0.000000;0;;29-05-2020 11:39:53;LINESTRING(145671 470420,145807 470428);u
118822;292316013;801;0;0.251142;20010;Utrecht;;;P;0;146326.00;458234.00;92;b;1;1;80;;80;4.10;;;;0.00;0.00;4.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146307 458285,146316 458263,146328 458227,146334 458207,146342 458182);u
118823;292316013;801;0.251142;0.500911;20010;Utrecht;;;P;0;146357.00;458131.00;92;b;1;1;80;;80;4.10;;;;0.00;0.00;4.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146342 458182,146352 458150,146359 458125,146372 458078);u
118824;292316013;801;0.500911;0.750214;20010;Utrecht;;;P;0;146382.00;458025.00;92;b;1;1;80;;80;4.10;;;;0.00;0.00;4.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146372 458078,146373 458073,146378 458047,146393 457972);u
118825;292316013;801;0.750214;1;20010;Utrecht;;;P;0;146404.00;457919.00;92;b;1;1;80;;80;4.10;;;;0.00;0.00;4.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146393 457972,146395 457964,146415 457866);u
118827;292316015;801;0;0.249027;20010;Utrecht;;;P;0;146313.00;458229.00;92;b;1;1;80;;80;3.10;;;;0.00;0.00;3.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146296 458280,146305 458253,146321 458203,146324 458194,146329 458178);u
118828;292316015;801;0.249027;0.500517;20010;Utrecht;;;P;0;146344.00;458126.00;92;b;1;1;80;;80;3.10;;;;0.00;0.00;3.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146329 458178,146344 458127,146345 458122,146355 458073);u
118829;292316015;801;0.500517;0.750251;20010;Utrecht;;;P;0;146364.00;458020.00;92;b;1;1;80;;80;3.10;;;;0.00;0.00;3.10;;;;0.00;0.00;0.352800;9231;0;0.352800;489;0.352800;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146355 458073,146355 458071,146360 458044,146373 457967);u
118830;292316015;801;0.750251;1;20010;Utrecht;;;P;0;146382.00;457914.00;92;b;1;1;80;;80;3.10;;;;0.00;0.00;3.10;;;;0.00;0.00;0.000000;9231;0;0.000000;489;0.000000;153;0.000000;0;;29-05-2020 11:39:54;LINESTRING(146373 457967,146374 457961,146391 457861);u
118860;292332004;801;0;0.0666787;20010;Utrecht;;;P;0;146493.00;466242.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.236000;16566;0;0.236000;912;0.236000;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146457 466207,146523 466271,146529 466277);u
118861;292332004;801;0.0666787;0.133411;20010;Utrecht;;;P;0;146566.00;466311.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.236000;16566;0;0.236000;912;0.236000;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146529 466277,146593 466336,146603 466345);u
118862;292332004;801;0.133411;0.200113;20010;Utrecht;;;P;0;146639.00;466380.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.236000;16566;0;0.236000;912;0.236000;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146603 466345,146611 466353,146666 466405,146676 466414);u
118863;292332004;801;0.200113;0.266815;20010;Utrecht;;;P;0;146712.00;466449.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.236000;16566;0;0.236000;912;0.236000;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146676 466414,146734 466469,146749 466483);u
118864;292332004;801;0.266815;0.333068;20010;Utrecht;;;P;0;146785.00;466517.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.236000;16566;0;0.236000;912;0.236000;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146749 466483,146804 466535,146822 466551);u
118865;292332004;801;0.333068;0.399908;20010;Utrecht;;;P;0;146860.00;466584.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146822 466551,146854 466579,146882 466603,146898 466617);u
118866;292332004;801;0.399908;0.466717;20010;Utrecht;;;P;0;146938.00;466648.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146898 466617,146904 466622,146958 466663,146978 466678);u
118867;292332004;801;0.466717;0.533433;20010;Utrecht;;;P;0;147019.00;466707.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(146978 466678,146996 466692,147036 466719,147060 466736);u
118868;292332004;801;0.533433;0.600293;20010;Utrecht;;;P;0;147101.00;466764.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(147060 466736,147117 466775,147143 466793);u
118869;292332004;801;0.600293;0.666785;20010;Utrecht;;;P;0;147184.00;466821.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(147143 466793,147172 466813,147198 466831,147226 466849);u
118870;292332004;801;0.666785;0.733209;20010;Utrecht;;;P;0;147269.00;466875.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:56;LINESTRING(147226 466849,147234 466855,147283 466883,147312 466900);u
118871;292332004;801;0.733209;0.799773;20010;Utrecht;;;P;0;147356.00;466924.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:57;LINESTRING(147312 466900,147368 466931,147400 466948);u
118872;292332004;801;0.799773;0.866606;20010;Utrecht;;;P;0;147445.00;466972.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:57;LINESTRING(147400 466948,147455 466977,147489 466995);u
118873;292332004;801;0.866606;0.933753;20010;Utrecht;;;P;0;147533.00;467019.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:57;LINESTRING(147489 466995,147541 467023,147578 467043);u
118874;292332004;801;0.933753;1;20010;Utrecht;;;P;0;147622.00;467066.00;92;b;1;1;80;;80;5.70;;;;0.00;0.00;5.70;;;;0.00;0.00;0.298600;16566;0;0.298600;912;0.298600;341;0.000000;0;;29-05-2020 11:39:57;LINESTRING(147578 467043,147627 467069,147666 467090);u
119177;293310001;801;0;0.0769365;355;Zeist;;;G;0;146595.00;455490.00;92;c;1;1;80;;30;3.50;10.00;0.05;10.00;0.00;0.00;3.50;10.00;0.01;10.00;0.00;0.00;0.110000;6301;0;0.110000;279;0.110000;62;0.110000;0;;09-06-2020 12:20:22;LINESTRING(146551 455470,146568 455478,146597 455491,146639 455510);u
